listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L1351,L0333,synthetic,Libas,Kurta,Cotton,S,Used,12,3424,Tier 3,0.07,0.09,0.7,0.7,1,1,120,150,train
L1352,L0193,synthetic,Anita Dongre,Saree,Silk,S,Like New,4,65240,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,6700,8500,train
L1353,L0228,synthetic,Fabindia,Kurta,Linen,M,Like New,8,7169,Tier 4,0.09,0.11,0.9,0.8,1,1.03,500,600,val
L1354,L0315,synthetic,Mufti,Shirt,Cotton,M,Used,5,4716,Tier 3,0.07,0.09,0.7,0.9,1,1,200,250,train
L1355,L0253,synthetic,Raw Mango,Saree,Silk,XS,New,1,20624,Tier 5,0.11,0.14,1,1,1.1,1.05,2600,3300,train
L1356,L0292,synthetic,Zara,Dress,Linen,S,New,1,9523,Tier 4,0.09,0.11,1,1,1.05,1.03,950,1100,train
L1357,L0066,synthetic,Reebok,Activewear,Polyester,S,Used,5,3242,Tier 3,0.07,0.09,0.7,0.9,0.95,1,140,170,train
L1358,L0348,synthetic,Sabyasachi,Saree,Silk,L,Used,5,29285,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,2300,3000,val
L1359,L0219,synthetic,Global Desi,Dress,Linen,S,Used,14,5894,Tier 4,0.09,0.11,0.7,0.7,1.05,1.03,300,350,test
L1360,L0349,synthetic,Gucci,Jacket,Leather,M,Like New,6,34718,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3400,4300,test
L1361,L0216,synthetic,Moda Rapido,Shirt,Cotton,M,Like New,6,1928,Tier 2,0.06,0.07,0.9,0.9,1,1,90,110,train
L1362,L0116,synthetic,Under Armour,Activewear,Polyester,XL,New,1,6531,Tier 4,0.09,0.11,1,1,0.95,1,550,700,train
L1363,L0321,synthetic,Raw Mango,Saree,Silk,L,New,1,23062,Tier 5,0.11,0.14,1,1,1.1,1.05,2900,3700,train
L1364,L0127,synthetic,Aurelia,Ethnic Wear,Cotton,S,Like New,1,850,Tier 1,0.05,0.06,0.9,1,1.1,1,40,50,val
L1365,L0038,synthetic,Armani,Jacket,Leather,S,Used,13,41178,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2400,3100,val
L1366,L0032,synthetic,Uniqlo,Jacket,Polyester,XL,Like New,5,2184,Tier 2,0.06,0.07,0.9,0.9,1.05,1,110,130,train
L1367,L0029,synthetic,Zara,Jacket,Denim,M,Used,11,4427,Tier 3,0.07,0.09,0.7,0.7,1.05,1,160,200,test
L1368,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,5,502,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,train
L1369,L0320,synthetic,Diesel,Jeans,Denim,S,Used,12,11449,Tier 4,0.09,0.11,0.7,0.7,0.95,1,500,600,train
L1370,L0346,synthetic,Raw Mango,Saree,Silk,XL,Like New,8,20503,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1900,2400,train
L1371,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,9,10118,Tier 4,0.09,0.11,0.7,0.8,1,1.03,550,650,train
L1372,L0132,synthetic,Suta,Saree,Linen,M,Used,7,3519,Tier 3,0.07,0.09,0.7,0.8,1.1,1.03,160,200,train
L1373,L0023,synthetic,Libas,Kurta,Cotton,S,Used,4,950,Tier 1,0.05,0.06,0.7,0.9,1,1,30,40,train
L1374,L0278,synthetic,Rangriti,Kurta,Cotton,L,Like New,8,1804,Tier 2,0.06,0.07,0.9,0.8,1,1,80,90,val
L1375,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Like New,6,26435,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,2600,3300,train
L1376,L0177,synthetic,Prada,Dress,Silk,S,Like New,3,88762,Tier 5,0.11,0.14,0.9,1,1.05,1.05,9700,12300,val
L1377,L0342,synthetic,Zara,Dress,Linen,S,Like New,9,9586,Tier 4,0.09,0.11,0.9,0.8,1.05,1.03,650,800,train
L1378,L0290,synthetic,Mufti,Shirt,Cotton,XS,Used,10,4804,Tier 3,0.07,0.09,0.7,0.8,1,1,190,250,train
L1379,L0002,synthetic,Zudio,Top,Cotton,S,Like New,7,666,Tier 1,0.05,0.06,0.9,0.8,1,1,20,30,train
L1380,L0193,synthetic,Anita Dongre,Saree,Silk,M,Like New,2,52908,Tier 5,0.11,0.14,0.9,1,1.1,1.05,6000,7700,train
L1381,L0016,synthetic,HRX,Activewear,Polyester,XS,New,2,896,Tier 1,0.05,0.06,1,1,0.95,1,40,50,train
L1382,L0174,synthetic,Versace,Dress,Silk,M,Like New,4,102029,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10000,12800,train
L1383,L0011,synthetic,Easybuy,Top,Polyester,M,Used,4,620,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,train
L1384,L0157,synthetic,Manyavar,Ethnic Wear,Silk,XL,Like New,2,5820,Tier 4,0.09,0.11,0.9,1,1.1,1.05,550,650,val
L1385,L0320,synthetic,Diesel,Jeans,Denim,L,Like New,9,12990,Tier 4,0.09,0.11,0.9,0.8,0.95,1,800,1000,train
L1386,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Like New,7,66221,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,6100,7700,train
L1387,L0275,synthetic,Reliance Trends,Top,Cotton,S,Like New,7,1737,Tier 2,0.06,0.07,0.9,0.8,1,1,80,90,train
L1388,L0261,synthetic,Prada,Dress,Silk,XL,Used,8,29480,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2000,2500,train
L1389,L0086,synthetic,Flying Machine,Jeans,Denim,L,Like New,13,3560,Tier 3,0.07,0.09,0.9,0.7,0.95,1,150,190,train
L1390,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,13,6373,Tier 4,0.09,0.11,0.7,0.7,1,1,300,350,train
L1391,L0299,synthetic,Gucci,Jacket,Leather,M,Like New,5,29914,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,2900,3700,test
L1392,L0194,synthetic,Highlander,Shirt,Cotton,M,Like New,7,1074,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,train
L1393,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,4,4321,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L1394,L0240,synthetic,Marks & Spencer,Dress,Cotton,S,Used,8,8208,Tier 4,0.09,0.11,0.7,0.8,1.05,1,450,550,train
L1395,L0136,synthetic,Uniqlo,Jacket,Polyester,M,Like New,5,1905,Tier 2,0.06,0.07,0.9,0.9,1.05,1,100,110,train
L1396,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Like New,8,20034,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,val
L1397,L0129,synthetic,Max Fashion,Jeans,Denim,M,Used,9,977,Tier 1,0.05,0.06,0.7,0.8,0.95,1,30,30,test
L1398,L0367,synthetic,Zara,Dress,Linen,S,New,2,9609,Tier 4,0.09,0.11,1,1,1.05,1.03,950,1100,val
L1399,L0207,synthetic,Soch,Ethnic Wear,Silk,XS,Used,8,3249,Tier 3,0.07,0.09,0.7,0.8,1.1,1.05,150,190,val
L1400,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Used,13,18390,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1100,1500,val
L1401,L0237,synthetic,House of Masaba,Dress,Linen,M,New,3,9307,Tier 4,0.09,0.11,1,1,1.05,1.03,900,1100,val
L1402,L0108,synthetic,Armani,Jacket,Leather,S,Used,15,44603,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,val
L1403,L0005,synthetic,Rangriti,Kurta,Cotton,S,Used,5,969,Tier 1,0.05,0.06,0.7,0.9,1,1,30,40,train
L1404,L0354,synthetic,Style Bazaar,Top,Cotton,M,Used,5,1258,Tier 2,0.06,0.07,0.7,0.9,1,1,50,60,train
L1405,L0079,synthetic,American Eagle,Jeans,Denim,S,Used,10,8863,Tier 4,0.09,0.11,0.7,0.8,0.95,1,400,500,test
L1406,L0105,synthetic,House of Masaba,Saree,Silk,L,Like New,9,13610,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,train
L1407,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,L,New,1,1357,Tier 2,0.06,0.07,1,1,1,1,80,90,val
L1408,L0251,synthetic,Diesel,Jeans,Denim,M,Like New,6,12540,Tier 4,0.09,0.11,0.9,0.9,0.95,1,850,1100,train
L1409,L0150,synthetic,Vishal Mega Mart,Kurta,Cotton,L,New,3,786,Tier 1,0.05,0.06,1,1,1,1,40,50,train
L1410,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2591,Tier 3,0.07,0.09,1,1,1,1,180,250,train
L1411,L0106,synthetic,Nicobar,Dress,Linen,S,New,2,8806,Tier 4,0.09,0.11,1,1,1.05,1.03,850,1000,train
L1412,L0159,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Used,8,6023,Tier 4,0.09,0.11,0.7,0.8,1,1,300,350,test
L1413,L0229,synthetic,Jaypore,Saree,Silk,S,Used,13,8520,Tier 4,0.09,0.11,0.7,0.7,1.1,1.05,450,550,test
L1414,L0202,synthetic,Zudio,Top,Cotton,M,New,3,1386,Tier 2,0.06,0.07,1,1,1,1,80,100,train
L1415,L0276,synthetic,Easybuy,Shirt,Cotton,M,Like New,1,1544,Tier 2,0.06,0.07,0.9,1,1,1,80,100,train
L1416,L0211,synthetic,Reliance Trends,Shirt,Cotton,XS,New,1,2280,Tier 2,0.06,0.07,1,1,1,1,140,160,train
L1417,L0210,synthetic,Max Fashion,Jeans,Denim,M,Like New,7,1904,Tier 2,0.06,0.07,0.9,0.8,0.95,1,80,90,train
L1418,L0356,synthetic,Soch,Saree,Silk,M,Like New,5,4444,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,300,350,train
L1419,L0059,synthetic,Levi's,Jeans,Denim,M,New,1,4447,Tier 3,0.07,0.09,1,1,0.95,1,300,400,test
L1420,L0225,synthetic,Flying Machine,Jeans,Denim,L,Like New,9,4170,Tier 3,0.07,0.09,0.9,0.8,0.95,1,200,250,train
L1421,L0091,synthetic,Forever 21,Top,Cotton,S,Used,7,1363,Tier 2,0.06,0.07,0.7,0.8,1,1,50,50,train
L1422,L0079,synthetic,American Eagle,Jeans,Denim,XS,Like New,7,7558,Tier 4,0.09,0.11,0.9,0.8,0.95,1,450,550,test
L1423,L0025,synthetic,Flying Machine,Jeans,Denim,XS,Used,7,1620,Tier 2,0.06,0.07,0.7,0.8,0.95,1,50,60,train
L1424,L0228,synthetic,Fabindia,Kurta,Linen,M,New,3,7364,Tier 4,0.09,0.11,1,1,1,1.03,700,850,val
L1425,L0192,synthetic,Tarun Tahiliani,Saree,Silk,M,Like New,4,62127,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,6400,8100,train
L1426,L0349,synthetic,Gucci,Jacket,Leather,M,Like New,4,28995,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,2800,3600,test
L1427,L0371,synthetic,Raw Mango,Saree,Silk,L,New,3,26405,Tier 5,0.11,0.14,1,1,1.1,1.05,3400,4300,train
L1428,L0320,synthetic,Diesel,Jeans,Denim,S,Used,13,11449,Tier 4,0.09,0.11,0.7,0.7,0.95,1,500,600,train
L1429,L0307,synthetic,Aurelia,Kurta,Cotton,S,Used,9,3381,Tier 3,0.07,0.09,0.7,0.8,1,1,130,170,val
L1430,L0049,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,S,Used,6,15414,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,1200,1600,test
L1431,L0171,synthetic,Pantaloons,Jeans,Denim,L,Like New,13,1054,Tier 1,0.05,0.06,0.9,0.7,0.95,1,30,40,train
L1432,L0312,synthetic,Roadster,Jeans,Denim,XL,Used,7,4993,Tier 3,0.07,0.09,0.7,0.8,0.95,1,190,250,train
L1433,L0316,synthetic,Fabindia,Kurta,Linen,S,Like New,7,8850,Tier 4,0.09,0.11,0.9,0.8,1,1.03,600,700,train
L1434,L0031,synthetic,Suta,Saree,Silk,M,New,2,2708,Tier 3,0.07,0.09,1,1,1.1,1.05,200,300,train
L1435,L0122,synthetic,Libas,Kurta,Cotton,XS,Used,5,1156,Tier 1,0.05,0.06,0.7,0.9,1,1,40,40,train
L1436,L0267,synthetic,Zudio,Top,Cotton,XL,Used,5,1058,Tier 1,0.05,0.06,0.7,0.9,1,1,30,40,val
L1437,L0170,synthetic,Indya,Jacket,Denim,S,Used,4,1516,Tier 2,0.06,0.07,0.7,0.9,1.05,1,60,70,train
L1438,L0357,synthetic,Aurelia,Kurta,Cotton,L,New,5,3304,Tier 3,0.07,0.09,1,0.9,1,1,200,250,val
L1439,L0034,synthetic,Max Fashion,Jeans,Denim,L,New,2,1295,Tier 2,0.06,0.07,1,1,0.95,1,70,90,train
L1440,L0282,synthetic,Libas,Kurta,Cotton,M,Used,5,2798,Tier 3,0.07,0.09,0.7,0.9,1,1,120,160,train
L1441,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,8,753,Tier 1,0.05,0.06,0.9,0.8,1,1,30,30,train
L1442,L0086,synthetic,Flying Machine,Jeans,Denim,L,Used,10,3542,Tier 3,0.07,0.09,0.7,0.8,0.95,1,130,170,train
L1443,L0247,synthetic,Asics,Activewear,Polyester,M,Like New,7,8122,Tier 4,0.09,0.11,0.9,0.8,0.95,1,500,600,val
L1444,L0284,synthetic,Reliance Trends,Shirt,Cotton,M,Like New,4,2488,Tier 2,0.06,0.07,0.9,0.9,1,1,120,140,train
L1445,L0311,synthetic,Pantaloons,Shirt,Cotton,M,New,2,4057,Tier 3,0.07,0.09,1,1,1,1,300,350,train
L1446,L0003,synthetic,Nike,Activewear,Polyester,L,Used,4,3923,Tier 3,0.07,0.09,0.7,0.9,0.95,1,160,200,train
L1447,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,6,72718,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,5800,7400,train
L1448,L0064,synthetic,Versace,Dress,Silk,M,Like New,7,119460,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,10400,13300,train
L1449,L0370,synthetic,Calvin Klein,Jacket,Leather,L,Like New,6,13857,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,1100,1400,train
L1450,L0127,synthetic,Aurelia,Ethnic Wear,Cotton,S,Like New,1,686,Tier 1,0.05,0.06,0.9,1,1.1,1,30,40,val
L1451,L0331,synthetic,Soch,Ethnic Wear,Silk,M,Like New,5,4136,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,250,350,train
L1452,L0297,synthetic,Anita Dongre,Lehenga,Silk,M,New,1,20813,Tier 5,0.11,0.14,1,1,1.1,1.05,2600,3400,val
L1453,L0301,synthetic,Easybuy,Top,Cotton,L,Like New,6,1504,Tier 2,0.06,0.07,0.9,0.9,1,1,70,90,train
L1454,L0130,synthetic,Reliance Trends,Shirt,Cotton,L,New,5,563,Tier 1,0.05,0.06,1,0.9,1,1,30,30,train
L1455,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,L,Used,15,31765,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,2000,2500,train
L1456,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,S,Used,6,1590,Tier 2,0.06,0.07,0.7,0.9,0.95,1,60,70,train
L1457,L0357,synthetic,Aurelia,Kurta,Cotton,L,Used,4,3541,Tier 3,0.07,0.09,0.7,0.9,1,1,160,200,val
L1458,L0096,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,New,3,13203,Tier 4,0.09,0.11,1,1,1.1,1.05,1400,1700,train
L1459,L0109,synthetic,Zudio,Top,Cotton,S,Like New,2,722,Tier 1,0.05,0.06,0.9,1,1,1,30,40,test
L1460,L0210,synthetic,Max Fashion,Jeans,Denim,M,Like New,9,2360,Tier 2,0.06,0.07,0.9,0.8,0.95,1,100,110,train
L1461,L0194,synthetic,Highlander,Shirt,Cotton,M,New,1,1092,Tier 1,0.05,0.06,1,1,1,1,50,70,train
L1462,L0004,synthetic,Gucci,Jacket,Leather,S,New,5,56180,Tier 5,0.11,0.14,1,0.9,1.05,1.05,6100,7800,train
L1463,L0267,synthetic,Zudio,Top,Cotton,S,New,3,872,Tier 1,0.05,0.06,1,1,1,1,40,50,val
L1464,L0176,synthetic,Being Human,Top,Linen,M,Used,8,988,Tier 1,0.05,0.06,0.7,0.8,1,1.03,30,30,train
L1465,L0170,synthetic,Indya,Jacket,Denim,L,Like New,6,1287,Tier 2,0.06,0.07,0.9,0.9,1.05,1,70,80,train
L1466,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,11,3547,Tier 3,0.07,0.09,0.7,0.7,1,1.05,130,160,train
L1467,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,11,1622,Tier 2,0.06,0.07,0.7,0.7,1,1,50,60,train
L1468,L0009,synthetic,Roadster,Jeans,Denim,XL,Like New,6,1323,Tier 2,0.06,0.07,0.9,0.9,0.95,1,60,70,test
L1469,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,8,478,Tier 1,0.05,0.06,0.7,0.8,1,1,10,20,train
L1470,L0338,synthetic,HRX,Activewear,Polyester,L,Like New,9,5428,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,400,val
L1471,L0345,synthetic,Diesel,Jeans,Denim,XL,New,1,13085,Tier 4,0.09,0.11,1,1,0.95,1,1100,1400,train
L1472,L0338,synthetic,HRX,Activewear,Polyester,S,Like New,4,5581,Tier 4,0.09,0.11,0.9,0.9,0.95,1,400,450,val
L1473,L0197,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,4,52989,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,4200,5400,val
L1474,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,4,8609,Tier 4,0.09,0.11,0.7,0.9,1,1.03,500,600,train
L1475,L0295,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,8,9240,Tier 4,0.09,0.11,0.9,0.8,1,1,600,750,train
L1476,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,9,29663,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,2100,2700,train
L1477,L0060,synthetic,FBB,Ethnic Wear,Cotton,L,New,2,818,Tier 1,0.05,0.06,1,1,1.1,1,40,50,train
L1478,L0060,synthetic,FBB,Ethnic Wear,Cotton,L,New,3,893,Tier 1,0.05,0.06,1,1,1.1,1,50,60,train
L1479,L0217,synthetic,Biba,Ethnic Wear,Silk,M,Like New,2,5661,Tier 4,0.09,0.11,0.9,1,1.1,1.05,550,650,val
L1480,L0309,synthetic,Max Fashion,Jeans,Denim,L,Like New,5,2700,Tier 3,0.07,0.09,0.9,0.9,0.95,1,150,190,test
L1481,L0152,synthetic,American Eagle,Jeans,Denim,XL,Like New,7,5302,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,400,train
L1482,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,3590,Tier 3,0.07,0.09,1,1,1,1,250,300,train
L1483,L0245,synthetic,Adidas,Jacket,Polyester,L,New,3,11771,Tier 4,0.09,0.11,1,1,1.05,1,1100,1400,train
L1484,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,1,7626,Tier 4,0.09,0.11,1,1,0.95,1,650,800,train
L1485,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,6,77687,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,6200,7900,train
L1486,L0201,synthetic,Killer,Jeans,Denim,L,Like New,9,1377,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,train
L1487,L0202,synthetic,Zudio,Top,Cotton,M,Used,5,1264,Tier 2,0.06,0.07,0.7,0.9,1,1,50,60,train
L1488,L0364,synthetic,Flying Machine,Jeans,Denim,M,Like New,9,4769,Tier 3,0.07,0.09,0.9,0.8,0.95,1,250,300,train
L1489,L0108,synthetic,Armani,Jacket,Leather,S,Used,14,47997,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2900,3600,val
L1490,L0076,synthetic,House of Masaba,Saree,Silk,M,Used,8,12492,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,750,900,train
L1491,L0243,synthetic,Mango,Dress,Linen,S,New,3,9682,Tier 4,0.09,0.11,1,1,1.05,1.03,950,1200,train
L1492,L0077,synthetic,AND,Dress,Cotton,M,Like New,6,4457,Tier 3,0.07,0.09,0.9,0.9,1.05,1,250,350,val
L1493,L0089,synthetic,H&M,Dress,Silk,S,Used,7,1794,Tier 2,0.06,0.07,0.7,0.8,1.05,1.05,70,80,test
L1494,L0333,synthetic,Libas,Kurta,Cotton,S,Like New,13,2936,Tier 3,0.07,0.09,0.9,0.7,1,1,130,170,train
L1495,L0063,synthetic,Skechers,Activewear,Polyester,M,Like New,7,4643,Tier 3,0.07,0.09,0.9,0.8,0.95,1,200,300,train
L1496,L0093,synthetic,Prada,Dress,Silk,M,Like New,11,72521,Tier 5,0.11,0.14,0.9,0.7,1.05,1.05,5500,7100,train
L1497,L0033,synthetic,Forever 21,Dress,Polyester,S,Used,6,1188,Tier 1,0.05,0.06,0.7,0.9,1.05,1,40,50,train
L1498,L0275,synthetic,Reliance Trends,Top,Cotton,XS,Like New,9,2286,Tier 2,0.06,0.07,0.9,0.8,1,1,100,120,train
L1499,L0107,synthetic,Zara,Dress,Linen,L,New,1,10676,Tier 4,0.09,0.11,1,1,1.05,1.03,1000,1300,val
L1500,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,7,1125,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
